No.,storeNumber,countryCode,ownershipTypeCode,latitude,longitude,address,city,countrySubdivisionCode,postalCode,windowsTimeZoneId,GMT,GMT_region,Mon_open,Mon_close,Tue_open,Tue_close,Wed_open,Wed_close,Thu_open,Thu_close,Fri_open,Fri_close,Sat_open,Sat_close,Sun_open,Sun_close
11239,20208-201324,US,LS,42.272958,-83.737583,701 Tappan Avenue,ann arbor,MI,48109,Eastern Standard Time,GMT-05:00,America/Detroit,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00
11240,2482-27691,US,CO,42.274899,-83.734125,1214 South University Ave,ann arbor,MI,481042548,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,06:00,21:00,06:00,21:00
11241,76576-99389,US,LS,42.243722,-83.769394,2000 Waters Rd,ann arbor,MI,481038999,Eastern Standard Time,GMT-05:00,America/Detroit,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11242,19556-194345,US,LS,42.488351,-83.535337,27100 Wixom Rd,novi,MI,48374,Eastern Standard Time,GMT-05:00,America/Detroit,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11243,23876-232124,US,CO,42.241399,-83.768042,3141 Ann Arbor-Saline Rd,ann arbor,MI,481039711,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,21:00,06:00,20:00
11244,24496-74226,US,LS,42.525944,-83.514975,47060 Pontiac Trl,walled lake,MI,483904030,Eastern Standard Time,GMT-05:00,America/Detroit,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
11245,2438-17888,US,CO,42.240572,-83.746557,100 Briarwood Mall Cir|Suite K105|Briarwood Mall,ann arbor,MI,481081602,Eastern Standard Time,GMT-05:00,America/Detroit,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,21:00,09:00,21:00,09:00,18:00
11246,26894-245713,US,CO,42.490691,-83.515082,27212 Beck Rd,novi,MI,483741348,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
11247,73549-75584,US,LS,33.372594,-117.254825,1133 S Mission Rd,fallbrook,CA,920283222,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11248,25590-241424,US,CO,33.371477,-117.253129,1139 South Mission Road,fallbrook,CA,920283233,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00,05:00,22:00,05:30,22:00
11249,10852-101663,US,CO,34.495397,-118.621991,31777 Castaic Road|The Vine at Castaic,castaic,CA,913843916,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,05:30,21:00
11250,59447-293145,US,LS,39.737529,-104.917455,1355 Krameria St,denver,CO,80220,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11251,74705-96758,US,LS,39.737532,-104.915592,6220 E 14th St,denver,CO,802202747,Mountain Standard Time,GMT-07:00,America/Denver,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11252,270-138,US,CO,39.729279,-104.94098,801 Colorado Blvd.,denver,CO,802064037,Mountain Standard Time,GMT-07:00,America/Denver,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00
11253,237-230005,US,CO,39.720859,-104.956887,250 Columbine|160,denver,CO,802064728,Mountain Standard Time,GMT-07:00,America/Denver,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:30,20:00,05:30,20:00
11254,1541-116885,US,LS,34.936839,-80.838035,6271 Carolina Commons Dr,fort mill,SC,297075980,Eastern Standard Time,GMT-05:00,America/New_York,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11255,50741-276111,US,CO,34.93814,-80.836537,7716 Charlotte Highway|100,indian land,SC,29707,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:30,05:30,21:30,06:00,21:00
11256,18564-98074,US,LS,34.95403,-80.759271,8157 Kesington Drive,waxhaw,NC,28173,Eastern Standard Time,GMT-05:00,America/New_York,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
11257,22077-213924,US,CO,35.016289,-80.801677,9700 Rea Rd|Ste A,waxhaw,NC,28173,Eastern Standard Time,GMT-05:00,America/New_York,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,06:00,20:30,06:00,20:30
11258,73918-103375,US,LS,35.02301,-80.848201,16625 Lancaster Hwy,charlotte,NC,282772038,Eastern Standard Time,GMT-05:00,America/New_York,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
11259,10241-99049,US,CO,35.034833,-80.8057,9820-A Rea Road|Blakeney,charlotte,NC,282776681,Eastern Standard Time,GMT-05:00,America/New_York,06:00,20:30,06:00,20:30,06:00,20:30,06:00,20:30,06:00,20:30,06:30,21:00,06:30,20:00
11260,79359-101268,US,LS,35.022479,-80.761232,13639 Providence Rd,weddington,NC,281049373,Eastern Standard Time,GMT-05:00,America/New_York,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
11261,19910-202325,US,LS,34.939106,-80.98005,1900 Springsteen Rd,rock hill,SC,29730,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11262,9279-94778,US,CO,34.976351,-80.989665,1303 Riverchase Blvd.,rock hill,SC,297322793,Eastern Standard Time,GMT-05:00,America/New_York,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:00,22:00,05:30,22:30,06:30,21:30
11263,76939-128669,US,LS,34.999554,-80.696796,6350 Weddington Monroe Rd,wesley chapel,NC,281047924,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11264,49192-267306,US,CO,35.025451,-80.962047,1343 Broadcloth Street,fort mill,SC,29715,Eastern Standard Time,GMT-05:00,America/New_York,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:30,20:00,05:30,20:00
11265,9499-96615,US,CO,35.028857,-80.967069,926 Market Street|Baxter Town Village,fort mill,SC,297086443,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,17:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00
11266,25487-233567,US,LS,35.057858,-80.936008,500 Mercantile Pl,fort mill,SC,29715,Eastern Standard Time,GMT-05:00,America/New_York,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11267,16622-93621,US,LS,35.033461,-80.970471,1750 Hwy 160 W,fort mill,SC,29708,Eastern Standard Time,GMT-05:00,America/New_York,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11268,48156-256287,US,CO,34.943103,-81.029771,610 N Cherry Rd,rock hill,SC,297323120,Eastern Standard Time,GMT-05:00,America/New_York,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,23:00,05:30,23:00,06:00,22:00
11269,5024-139804,US,LS,34.9415,-81.0309,2020 Alumni Dr,rock hill,SC,297321830,Eastern Standard Time,GMT-05:00,America/New_York,07:30,21:00,07:30,21:00,07:30,21:00,07:30,21:00,07:30,21:00,09:00,21:00,11:00,21:00
11270,18531-182667,US,LS,34.97598,-81.027834,2750 Celanese Rd,rock hill,SC,29732,Eastern Standard Time,GMT-05:00,America/New_York,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11271,58164-291743,US,CO,34.957042,-81.047406,128 S. Herlong Ave|101,rock hill,SC,29732,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,06:00,21:00
11272,54162-284286,US,LS,35.069943,-80.701077,1351 CHESTNUT LANE,matthews,NC,28104,Eastern Standard Time,GMT-05:00,America/New_York,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
11273,18318-189384,US,LS,35.063405,-80.994405,867 Stockbridge Dr.,fort mill,SC,29708,Eastern Standard Time,GMT-05:00,America/New_York,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11274,55626-98068,US,LS,35.048431,-80.64766,6610 Old Monroe Rd.,indian trail,NC,28079,Eastern Standard Time,GMT-05:00,America/New_York,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11275,13475-107336,US,CO,35.048516,-80.646536,6701 Old Monroe Rd|Suite A|Sun Valley Shopping Center,indian trail,NC,280796627,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,06:00,21:30,06:00,21:00
11276,76601-97457,US,LS,35.100337,-80.985068,12830 Walker Branch Dr,charlotte,NC,282738850,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11277,10389-241727,US,CO,35.100631,-80.99199,13129 S. Tryon St.|Suite 100,charlotte,NC,282787914,Eastern Standard Time,GMT-05:00,America/New_York,05:30,18:00,05:30,18:00,05:30,18:00,05:30,21:00,05:30,18:00,06:00,18:00,06:00,18:00
11278,58388-292406,US,CO,35.084242,-80.660501,13731 E. Independence Blvd,indian trail,NC,28079,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:30,05:00,21:30,05:00,21:30,05:00,21:30,05:00,22:00,05:30,22:00,05:30,21:30
11279,16408-169145,US,LS,35.103303,-80.990901,13000 S Tryon St,charlotte,NC,282787652,Eastern Standard Time,GMT-05:00,America/New_York,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11280,79321-98575,US,LS,37.731376,-84.274008,890 Richmond Plaza,richmond,KY,404752564,Eastern Standard Time,GMT-05:00,America/New_York,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
11281,13976-108075,US,CO,37.111801,-84.100302,2021 West Highway 192,london,KY,407411620,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
11282,62083-295424,US,CO,37.063858,-84.621782,150 Makena Drive,somerset,KY,42503,Eastern Standard Time,GMT-05:00,America/New_York,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
11283,23823-201465,US,LS,36.148682,-115.334846,West Sahara Blvd & 215 Beltway,las vegas,NV,89135,Pacific Standard Time,GMT-08:00,America/Los_Angeles,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,18:00
11284,73695-106017,US,LS,36.160716,-115.350634,11720 W. CHARLESTON BLVD,las vegas,NV,891351572,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11285,73634-93062,US,LS,36.116641,-115.313701,10140 W Flamingo Rd,las vegas,NV,891478385,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11286,9919-95993,US,CO,36.114527,-115.304553,9701 W. Flamingo Road|#1,las vegas,NV,891475736,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00
11287,3984-146749,US,LS,36.113632,-115.30696,4155 S Grand Canyon Dr,las vegas,NV,891477123,Pacific Standard Time,GMT-08:00,America/Los_Angeles,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11288,6917-85887,US,CO,36.099256,-115.296754,4916 S. Ft. Apache Road|#1A|Tropicana Beltway Center,las vegas,NV,891481737,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,21:30,04:30,21:30,04:30,21:30,04:30,21:30,04:30,21:30,04:30,21:30,05:30,21:00
11289,10394-100302,US,CO,36.077366,-115.29799,6105 S. Ft. Apache Rd.|Lynden Square,las vegas,NV,891486738,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,21:00,06:00,21:00
11290,73679-101565,US,LS,36.098897,-115.223894,5975 W. Tropicana Ave,las vegas,NV,891034814,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11291,5635-2088,US,CO,36.100498,-115.209113,4985 W. Tropicana Avenue|100,las vegas,NV,891037078,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,21:00,04:30,00:00,04:30,00:00,04:30,00:00,04:30,00:00,04:30,00:00,04:30,00:00
11292,25811-240265,US,CO,36.05948,-115.278779,7050 S. Durango Drive,las vegas,NV,891132023,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,21:30,04:30,21:30,04:30,21:30,04:30,21:30,04:30,21:30,04:30,21:30,04:30,21:30
11293,9497-96698,US,CO,36.072521,-115.242901,6365 S. Rainbow Blvd.|#100,las vegas,NV,891183223,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:30,20:00,06:00,20:00
11294,74639-94680,US,LS,36.053929,-115.281053,7405 S Durango Dr,las vegas,NV,891133605,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11295,56178-289923,US,LS,36.054345,-115.277456,8525 West Warm Springs Rd,las vegas,NV,89113,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
11296,70342-131805,US,LS,47.634821,-122.200866,2636 Bellevue Way NE,bellevue,WA,980042209,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00
11297,15731-155524,US,CO,47.621016,-122.186329,1231 116th Ave. NE|25,bellevue,WA,980043804,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,13:00,05:30,13:00,05:30,13:00,05:30,13:00,05:30,13:00,Closed,Closed,Closed,Closed
11298,352-234,US,CO,47.656544,-122.206668,2255 Carillon Point,kirkland,WA,980337446,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,06:00,18:00,06:00,18:00
11299,3333-26407,US,CO,47.666418,-122.196785,6733 108th Ave NE,kirkland,WA,980337056,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,19:00,Closed,Closed,07:00,14:00,07:00,14:00,05:30,19:00,06:00,18:30,06:00,18:30
11300,10766-277364,US,CO,47.665783,-122.164373,6735 132nd Ave NE|100,kirkland,WA,98033,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
11301,11384-95451,US,CO,47.675851,-122.206511,116 Lake Street,kirkland,WA,980336140,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,19:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,06:00,20:30,06:00,20:30
11302,58445-260105,US,LS,47.677452,-122.199471,425 Urban Plaza|100,kirkland,WA,98033,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11303,3414-88083,US,CO,47.679027,-122.177953,12209 NE 85th St,kirkland,WA,980338036,Pacific Standard Time,GMT-08:00,America/Los_Angeles,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00
11304,74160-30879,US,LS,47.678863,-122.173714,12519 NE 85th St.,kirkland,WA,980338048,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11305,3702-92,US,CO,47.634097,-122.280829,4000 East Madison St,seattle,WA,981123160,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,05:00,20:00,05:00,20:00
11306,8890-151149,US,CO,47.662275,-122.280932,"4800 Sand Point Way, NE|7th Fl",seattle,WA,981053901,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,Closed,Closed,Closed,Closed
11307,61932-294207,US,CO,47.663162,-122.282738,4800 Sand Point Way NE|River Level 3,seattle,WA,98105,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
11308,349-74803,US,CO,47.674929,-122.128872,15738 Redmond Way|Pad 3|Redmond Center,redmond,WA,980523830,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,21:30,04:30,21:30,04:30,21:30,04:30,21:30,04:30,22:30,04:30,22:30,06:00,21:00
11309,79333-101222,US,LS,47.675621,-122.128894,15800 Redmond Way NE,redmond,WA,980523829,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11310,65796-299464,US,CO,47.675011,-122.125083,8020 161st Ave NE|2,redmond,WA,98052,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,17:00,05:00,17:00,05:00,17:00,05:00,17:00,05:00,17:00,05:00,17:00,05:00,17:00
11311,3238-1636,US,CO,47.602082,-122.285387,121 Lakeside Ave|Ste F,seattle,WA,981226599,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,17:30,05:30,18:30,05:30,18:30,05:30,18:30,05:30,18:30,06:00,18:30,06:00,18:30
11312,378-203,US,CO,47.681058,-122.1259,8867 161st Avenue NE,redmond,WA,980523585,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,19:30,05:30,19:30,05:30,19:30,05:30,19:30,05:30,19:30,06:00,19:00,06:00,19:00
11313,73957-102105,US,LS,47.662475,-122.296762,2746 NE 45th Street,seattle,WA,981055099,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11314,5076-148145,US,LS,47.617997,-122.30353,2201 E Madison,seattle,WA,981125336,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00
11315,20088-202265,US,CO,47.661662,-122.29936,2617 NE 46th St,seattle,WA,981055041,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:30,20:00,06:30,20:00,06:30,20:00,06:30,20:00,06:30,20:00,06:30,20:00,06:30,20:00
11316,7460-5524,US,CO,38.853749,-77.049154,2231 Crystal Drive|Suite 160,arlington,VA,222023711,Eastern Standard Time,GMT-05:00,America/New_York,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,06:00,18:00,06:00,18:00
11317,21357-178964,US,CO,42.10956,-87.87476,3840 Willow Rd,northbrook,IL,600626150,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,06:00,20:00,06:00,20:00
11318,247-286780,US,CO,42.105961,-87.847639,2760 Willow Rd,glenview,IL,600626519,Central Standard Time,GMT-06:00,America/Chicago,04:30,20:00,04:30,18:00,04:30,18:00,04:30,18:00,04:30,18:00,05:00,16:00,07:00,12:00
11319,11961-103872,US,CO,42.136949,-87.791542,820 Skokie Blvd,northbrook,IL,600624001,Central Standard Time,GMT-06:00,America/Chicago,04:30,20:00,04:30,16:00,04:30,16:00,04:30,16:00,04:30,16:00,05:00,16:00,08:30,14:00
11320,51729-253651,US,LS,42.105464,-87.813046,2241 WILLOW ROAD,glenview,IL,60025,Central Standard Time,GMT-06:00,America/Chicago,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,07:00,20:00,08:00,20:00
11321,10777-102332,US,CO,42.106643,-87.80372,1036 Willow Rd.,northbrook,IL,600626817,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:30,05:00,20:30,05:00,18:00,05:00,20:30,05:00,20:30,05:30,20:00,06:00,20:00
11322,7861-83522,US,CO,40.871004,-72.798811,485 CR-111,manorville,NY,11949,Eastern Standard Time,GMT-05:00,America/New_York,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,06:00,20:00
11323,14611-121465,US,CO,30.220767,-85.649954,2424 S. Hwy 77,lynn haven,FL,324444722,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
11324,8732-83810,US,CO,30.188984,-85.649441,2296-A Martin Luther King Blvd,panama city,FL,324055321,Central Standard Time,GMT-06:00,America/Chicago,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00
11325,13317-103549,US,CO,30.162896,-85.590511,740 N Tyndall Pkwy,callaway,FL,324043218,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,21:00
11326,57608-290019,US,CO,30.195692,-85.812743,98 Richard Jackson Blvd,panama city beach,FL,32407,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,21:00
11327,75946-100144,US,LS,30.206516,-85.858841,14700 Front Beach Road,panama city beach,FL,324133519,Central Standard Time,GMT-06:00,America/Chicago,06:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
11328,50270-271267,US,CO,30.219616,-85.865221,15463 Panama City Beach Parkway,panama city beach,FL,324135435,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:30,05:30,21:30,05:30,21:00
11329,76701-104529,US,LS,30.2191,-85.86858,15555 Starfish St,panama city beach,FL,324132457,Central Standard Time,GMT-06:00,America/Chicago,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11330,11718-102442,US,CO,30.217885,-85.874309,600 Pier Park Dr.|Suite 110,panama city beach,FL,324132169,Central Standard Time,GMT-06:00,America/Chicago,06:30,21:30,06:30,21:30,06:30,21:30,06:30,21:30,06:30,21:30,06:30,21:30,07:00,20:30
11331,62810-296631,US,LS,30.281593,-86.019628,10343 E County Hwy 30A|126,seacrest,FL,32413,Central Standard Time,GMT-06:00,America/Chicago,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00
11332,20846-195124,US,CO,30.378039,-86.310201,780 Grand Blvd|120|Grand Boulevard,miramar beach,FL,325507873,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:30,19:00
11333,11250-103920,US,CO,30.377419,-86.349045,10410 US Hwy 98 West,destin,FL,325504191,Central Standard Time,GMT-06:00,America/Chicago,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00
11334,8558-75466,US,CO,30.392012,-86.424179,4140 LEGANDARY DR|Suite B105,destin,FL,325415389,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,19:00
11335,52168-279844,US,CO,30.388799,-86.43008,34881 Emerald Coast Pkwy,destin,FL,325413401,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
11336,5106-144964,US,LS,38.258077,-85.642755,4174 Westport Rd,st. matthews,KY,402072784,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11337,2561-34239,US,CO,38.250769,-85.634462,4400 Shelbyville Road,louisville,KY,402073322,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,19:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
11338,10559-101595,US,CO,38.253043,-85.660613,3702 Frankfort Avenue,louisville,KY,402072557,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,19:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,20:30
11339,2663-230524,US,CO,38.283099,-85.632644,4942 US Hwy 42,louisville,KY,40222,Eastern Standard Time,GMT-05:00,America/New_York,05:30,20:30,05:30,20:30,05:30,19:00,05:30,20:30,05:30,20:30,05:30,20:30,06:00,20:30
11340,59997-292923,US,CO,38.230018,-85.639871,6460 Dutchmans Pkwy|101,louisville,KY,40205,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,19:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
11341,11798-104406,US,CO,38.219533,-85.626685,3954 Taylorsville Rd.,louisville,KY,402201450,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,19:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
11342,2541-31920,US,CO,38.246718,-85.576563,101 No Hurstbourne Ln|Haverty Retail Complex,louisville,KY,402225107,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,19:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
11343,9982-99152,US,CO,38.20561,-85.666221,3401 Bardstown Road,louisville,KY,402184607,Eastern Standard Time,GMT-05:00,America/New_York,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,06:00,20:00,06:00,20:00
