No.,storeNumber,countryCode,ownershipTypeCode,latitude,longitude,address,city,countrySubdivisionCode,postalCode,windowsTimeZoneId,GMT,GMT_region,Mon_open,Mon_close,Tue_open,Tue_close,Wed_open,Wed_close,Thu_open,Thu_close,Fri_open,Fri_close,Sat_open,Sat_close,Sun_open,Sun_close
13324,72603-22924,US,LS,41.573015,-90.526393,5225 Elmore Ave,davenport,IA,528073454,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
13325,24090-230635,US,LS,41.577294,-90.513744,4064 E 53rd St,davenport,IA,52807,Central Standard Time,GMT-06:00,America/Chicago,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13326,52592-281841,US,LS,41.553825,-90.526693,3000 E KIMBERLY RD,davenport,IA,52807,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
13327,61019-295404,US,LS,41.555133,-90.548922,1823 E. Kimberly Road,davenport,IA,52807,Central Standard Time,GMT-06:00,America/Chicago,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13328,11047-103525,US,CO,41.557246,-90.557949,1050 E Kimberly Rd,davenport,IA,528071760,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,21:00,05:00,21:00,05:30,20:30
13329,9353-214189,US,CO,41.539291,-90.519126,931 Middle Road.,bettendorf,IA,527224103,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
13330,73744-103865,US,LS,41.5536,-90.484592,2900 Devils Glen Rd,bettendorf,IA,527223363,Central Standard Time,GMT-06:00,America/Chicago,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13331,55720-286106,US,CO,41.550588,-90.486962,3232 Middle Rd,bettendorf,IA,527223305,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
13332,63575-298182,US,LS,41.561433,-90.609021,2200 W Kimberly Rd,davenport,IA,52806,Central Standard Time,GMT-06:00,America/Chicago,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13333,63574-298183,US,LS,41.536656,-90.612324,2351 W Locust St,davenport,IA,52804,Central Standard Time,GMT-06:00,America/Chicago,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13334,55376-286119,US,CO,41.490638,-90.480808,4031 Ave of the Cities,moline,IL,612654425,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
13335,49911-271186,US,LS,41.488062,-90.475913,4218 Avenue of the Cities,moline,IL,61265,Central Standard Time,GMT-06:00,America/Chicago,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
13336,51251-276064,US,CO,41.470452,-90.528833,4005 7th Street,moline,IL,612652601,Central Standard Time,GMT-06:00,America/Chicago,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,21:00,06:00,21:00
13337,76514-99068,US,LS,41.469327,-90.525062,900 42nd Ave Dr,moline,IL,612656891,Central Standard Time,GMT-06:00,America/Chicago,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,21:00,08:00,21:00,08:00,20:00
13338,9267-96098,US,CO,41.470751,-90.479905,3935 41st Ave Drive,moline,IL,612651000,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
13339,63836-298089,US,LS,41.494837,-90.40753,1312 John Deere Expy,silvas,IL,61282,Central Standard Time,GMT-06:00,America/Chicago,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13340,51363-277846,US,LS,41.443924,-90.57002,201 10TH AVENUE WEST,milan,IL,61264,Central Standard Time,GMT-06:00,America/Chicago,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
13341,21490-210264,US,LS,41.836597,-90.191484,901 S 4th St,clinton,IA,52732,Central Standard Time,GMT-06:00,America/Chicago,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13342,26814-243616,US,CO,41.456346,-91.022558,3020 Hwy 61 N|100,muscatine,IA,527615818,Central Standard Time,GMT-06:00,America/Chicago,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:00
13343,19777-199564,US,LS,41.450413,-91.036336,2400 2nd Ave,muscatine,IA,52761,Central Standard Time,GMT-06:00,America/Chicago,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13344,76643-99067,US,LS,40.975741,-90.387899,1071 W Carl Sandburg Dr,galesburg,IL,614011343,Central Standard Time,GMT-06:00,America/Chicago,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,20:00
13345,52160-280931,US,CO,40.970891,-90.383592,1910 N Henderson St,galesburg,IL,614011325,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,14:00,05:30,18:30,05:30,21:00,05:30,21:00,05:30,21:00,06:00,20:00
13346,24096-231765,US,LS,40.946109,-90.33975,2030 E Main St,galesburg,IL,61401,Central Standard Time,GMT-06:00,America/Chicago,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
13347,51797-277744,US,CO,41.818208,-89.646723,4206 E Lincolnway,sterling,IL,61081,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,06:30,21:00
13348,10686-102300,US,CO,42.020152,-88.202322,647 S. Sutton Rd.,streamwood,IL,601072366,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
13349,76312-96667,US,LS,42.016297,-88.20276,1001 S Sutton Rd,streamwood,IL,60107,Central Standard Time,GMT-06:00,America/Chicago,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
13350,29666-247325,US,LS,24.942981,-80.605971,84001 Overseas Hwy,islamorada,FL,33036,Eastern Standard Time,GMT-05:00,America/New_York,06:30,16:00,06:30,16:00,06:30,16:00,06:30,16:00,06:30,18:00,06:30,18:00,06:30,16:00
13351,7818-73921,US,CO,40.242515,-74.839252,1 North Main Street,yardley,PA,190671409,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,06:00,20:00
13352,50234-273585,US,CO,40.219208,-74.765864,102 South Warren Street,trenton,NJ,86082304,Eastern Standard Time,GMT-05:00,America/New_York,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,Closed,Closed,Closed,Closed
13353,64615-296730,US,CO,40.257727,-74.728081,2495 Brunswick Pike,lawrence township,NJ,8648,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
13354,7853-77642,US,CO,40.301102,-74.783189,800 A Denow Road,pennington,NJ,85345247,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,17:00,05:00,17:00,05:00,17:00,05:00,17:00,06:00,17:00,06:00,17:00
13355,75468-106281,US,LS,40.279143,-74.735706,2083 Lawrenceville Rd,lawrenceville,NJ,86483001,Eastern Standard Time,GMT-05:00,America/New_York,07:00,19:30,07:00,19:30,07:00,19:30,07:00,19:30,07:00,19:30,10:00,17:00,10:00,17:00
13356,23592-231284,US,CO,40.297977,-74.729717,2673 Main St,lawrenceville,NJ,86481035,Eastern Standard Time,GMT-05:00,America/New_York,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
13357,7309-980,US,CO,40.297783,-74.681737,301 Mercer Mall,lawrenceville,NJ,86481309,Eastern Standard Time,GMT-05:00,America/New_York,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,20:00
13358,62212-281346,US,LS,40.306318,-74.676942,500 Nassau Park Blvd,princeton,NJ,8540,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
13359,49676-270164,US,CO,33.008501,-97.224122,105 Country View Dr|400,roanoke,TX,762622057,Central Standard Time,GMT-06:00,America/Chicago,05:00,22:00,05:00,22:00,05:00,18:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00
13360,49197-267445,US,CO,33.02573,-97.28062,3572 Hwy 114 Ste 504,fort worth,TX,761772305,Central Standard Time,GMT-06:00,America/Chicago,05:00,22:00,05:00,22:00,05:00,18:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00
13361,79719-100712,US,LS,64.835473,-147.808659,3627 Airport Way (405R),fairbanks,AK,997094779,Alaskan Standard Time,GMT-09:00,America/Anchorage,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
13362,58716-289570,US,CO,64.837272,-147.802991,3465 Geraghty Ave,fairbanks,AK,99705,Alaskan Standard Time,GMT-09:00,America/Anchorage,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,21:00,06:00,21:00
13363,72709-33079,US,LS,64.835542,-147.818177,3755 Airport Way,fairbanks,AK,997094610,Alaskan Standard Time,GMT-09:00,America/Anchorage,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
13364,27150-246609,US,LS,64.817451,-147.867551,6450 Airport Way,fairbanks,AK,99709,Alaskan Standard Time,GMT-09:00,America/Anchorage,06:00,14:00,06:00,14:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,14:00,06:00,14:00
13365,50880-276225,US,CO,64.850309,-147.700516,20 College Rd,fairbanks,AK,997011748,Alaskan Standard Time,GMT-09:00,America/Anchorage,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,07:00,20:00,07:00,20:00
13366,74452-94707,US,LS,64.851434,-147.700123,30 College Rd,fairbanks,AK,997011706,Alaskan Standard Time,GMT-09:00,America/Anchorage,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13367,72975-95761,US,LS,64.854451,-147.690057,930 Old Steese Hwy|A,fairbanks,AK,997013138,Alaskan Standard Time,GMT-09:00,America/Anchorage,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
13368,70386-135644,US,LS,64.825206,-147.634483,Bldg # 3703B,fort wainwright,AK,99703,Alaskan Standard Time,GMT-09:00,America/Anchorage,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,08:00,19:00,10:00,17:00
13369,25843-94709,US,LS,64.757555,-147.353936,301 N Santa Claus Lane,north pole,AK,997056081,Alaskan Standard Time,GMT-09:00,America/Anchorage,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00
13370,75611-83180,US,LS,39.88529,-105.762474,201 Zephyr Way,winter park,CO,80482,Mountain Standard Time,GMT-07:00,America/Denver,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
13371,74340-83165,US,LS,39.945344,-105.811083,40 Colorado Hwy 804,fraser,CO,80442,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13372,75535-33240,US,LS,39.76461,-105.60023,999 County Road|308B,dumont,CO,80436,Mountain Standard Time,GMT-07:00,America/Denver,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,06:00,18:00,06:00,18:00,06:00,18:00
13373,72926-91721,US,LS,40.062891,-105.929164,1001 Thompson Road,granby,CO,80446,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13374,10317-98792,US,CO,39.742079,-105.497598,2900 Colorado Blvd|Idaho Springs Retail Center,idaho springs,CO,804525043,Mountain Standard Time,GMT-07:00,America/Denver,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,21:00,05:00,21:00,05:00,21:00
13375,75527-43499,US,LS,39.800322,-105.490075,15173 HWY 119,black hawk,CO,80422,Mountain Standard Time,GMT-07:00,America/Denver,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,20:00,06:00,20:00,06:00,20:00
13376,58348-291962,US,LS,39.79828,-105.482777,401 E. Main St.,black hawk,CO,80422,Mountain Standard Time,GMT-07:00,America/Denver,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,23:00,07:00,23:00,07:00,20:00
13377,2232-233024,US,CO,41.938914,-88.117188,430 Army Trail Road|A,bloomingdale,IL,60108,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00
13378,24490-236245,US,LS,38.652687,-94.359802,520 S Commercial St,harrisonville,MO,64701,Central Standard Time,GMT-06:00,America/Chicago,06:00,19:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,19:00
13379,72232-35301,US,LS,45.441246,-122.7516,11565 SW Pacific Hwy,tigard,OR,972238671,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
13380,3389-271968,US,CO,45.437259,-122.757476,11701 SW Pacific Hwy,tigard,OR,972238421,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,05:00,19:30,05:00,19:30
13381,3366-51021,US,CO,45.421722,-122.783933,13560 SW Pacific Hwy|Tigard Marketplace,tigard,OR,972234833,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,05:00,20:00,05:00,20:00
13382,74448-81040,US,LS,45.40734,-122.793101,15570 SW Pacific Hwy,tigard,OR,972243522,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
13383,76525-98390,US,LS,40.541582,-111.982733,11525 S Jordan Pkwy Plaza,south jordan,UT,840958069,Mountain Standard Time,GMT-07:00,America/Denver,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
13384,26284-242150,US,CO,40.54316,-111.985305,11505 S. 4000 W.|101,south jordan,UT,840096043,Mountain Standard Time,GMT-07:00,America/Denver,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,20:00
13385,61112-294917,US,CO,40.521971,-111.945602,2053 W. 12600 S.,riverton,UT,84065,Mountain Standard Time,GMT-07:00,America/Denver,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,20:00
13386,57622-290759,US,CO,40.527281,-111.898509,222 W 12300 S,draper,UT,840208080,Mountain Standard Time,GMT-07:00,America/Denver,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,20:00
13387,48903-242947,US,LS,40.539586,-112.021115,5448 Daybreak Parkway,south jordan,UT,84009,Mountain Standard Time,GMT-07:00,America/Denver,06:00,19:30,06:00,19:30,06:00,19:30,06:00,19:30,06:00,19:30,06:00,19:30,06:00,19:30
13388,61423-295780,US,CO,40.537415,-112.019469,5393 W. Daybreak Parkway,south jordan,UT,84009,Mountain Standard Time,GMT-07:00,America/Denver,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,20:00
13389,6924-87506,US,CO,40.529304,-111.855099,1283 E. Draper Pkwy.,draper,UT,840209098,Mountain Standard Time,GMT-07:00,America/Denver,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
13390,10881-102748,US,CO,40.508481,-111.979706,3728 West 13400 South,riverton,UT,840652331,Mountain Standard Time,GMT-07:00,America/Denver,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30
13391,56179-289924,US,LS,40.509218,-112.023819,5560 W 13400 S,herriman,UT,84096,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13392,19173-171972,US,CO,40.430909,-111.896181,2951 W Clubhouse Lane  Ste A,lehi,UT,840435467,Mountain Standard Time,GMT-07:00,America/Denver,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00
13393,54500-286448,US,CO,33.990167,-118.476391,909 Ocean Front Walk|A,venice,CA,902919006,Pacific Standard Time,GMT-08:00,America/Los_Angeles,07:00,18:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
13394,5667-2401,US,CO,34.003455,-118.471965,3020 Lincoln Blvd,santa monica,CA,904055735,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30
13395,22065-217151,US,CO,34.01207,-118.483048,1900 Lincoln Blvd,santa monica,CA,904051315,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,20:30,04:30,20:30,04:30,20:30,04:30,20:30,04:30,20:30,04:30,20:30,04:30,20:30
13396,22382-220265,US,CO,34.010658,-118.491559,1705 Ocean Ave.|Unit C,santa monica,CA,904013526,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,20:30,04:30,20:30,04:30,19:00,04:30,20:30,04:30,20:30,04:30,20:30,04:30,20:30
13397,26249-244064,US,CO,34.010492,-118.495772,1601 Ocean Front Walk,santa monica,CA,904013152,Pacific Standard Time,GMT-08:00,America/Los_Angeles,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,20:00,07:00,20:00
13398,74617-93362,US,LS,34.25092,-116.88412,42170 Big Bear Blvd,big bear lake,CA,923151518,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13399,9420-96443,US,CO,34.250801,-116.884202,42140 Big Bear Blvd.|#100,big bear lake,CA,923151530,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
13400,10709-101969,US,CO,34.85069,-117.084965,2834 Lenwood Road,barstow,CA,923119587,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00,04:30,23:00,04:30,22:00,05:00,23:00
13401,5524-1763,US,CO,34.851109,-117.082021,2489 Lenwood Blvd.,barstow,CA,923119438,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,22:00,05:00,21:00,05:00,21:30
13402,76749-106133,US,LS,26.5319,-80.0838,650 N Congress Ave,boynton beach,FL,33426,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
13403,8805-94142,US,CO,26.52816,-80.089867,306 N. Congress Ave,boynton beach,FL,334263416,Eastern Standard Time,GMT-05:00,America/New_York,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,06:00,20:30,06:00,20:00
13404,62219-294140,US,CO,26.513656,-80.058629,1620 South Federal Hwy|A,boynton beach,FL,33435,Eastern Standard Time,GMT-05:00,America/New_York,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00
13405,8455-44904,US,CO,26.461783,-80.070842,205 E Atlantic Avenue,delray beach,FL,334443726,Eastern Standard Time,GMT-05:00,America/New_York,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,23:00,05:30,23:00,05:30,22:00
13406,21822-191184,US,CO,26.440193,-80.078444,551 Linton Boulevard|Suite C1|Lintco Shopping Center,delray beach,FL,334448139,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,20:30
13407,59793-290359,US,LS,26.436984,-80.08547,1200 Linton Blvd,delray beach,FL,334441115,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
13408,11735-103114,US,CO,36.062729,-115.224316,6080 W. Badura Avenue,las vegas,NV,891184722,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,20:00,06:30,14:30,06:30,14:30,06:30,14:30,06:30,14:30,06:30,14:30,06:30,14:30
13409,10043-98023,US,CO,36.056822,-115.24227,"7260 S. Rainbow, Suite 100",las vegas,NV,891184670,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
13410,73683-97568,US,LS,36.05472,-115.241653,7350 S Rainbow Blvd,las vegas,NV,891390400,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13411,79486-106701,US,LS,36.042435,-115.241881,North-East corner of South Rainbow Blvd.,las vegas,NV,89139,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
13412,55033-288569,US,CO,36.019749,-115.263623,7855 Blue Diamond Rd|101,las vegas,NV,891789352,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,22:30,04:30,22:30,04:30,22:30,04:30,22:30,04:30,22:30,04:30,22:30,04:30,22:30
13413,52261-277025,US,LS,36.018436,-115.265842,7975 Blue Diamond Road,las vegas,NV,89178,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13414,418-274104,US,CO,45.401925,-122.797538,16200 SW Pacific Hwy|Z3,tigard,OR,97224,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,20:30,04:30,20:30,04:30,20:30,04:30,20:30,04:30,20:30,05:00,20:30,05:00,20:00
13415,73853-115667,US,LS,41.697077,-93.033892,1501 1st Avenue E,newton,IA,502084045,Central Standard Time,GMT-06:00,America/Chicago,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
13416,74763-98364,US,LS,35.978735,-115.099929,2511 Anthem Village Dr,henderson,NV,890525504,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13417,73436-31600,US,LS,36.020421,-115.04893,201 S Stephanie St,henderson,NV,890124476,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13418,6513-38619,US,CO,36.02295,-115.046715,180 S. Stephanie Street|#100,henderson,NV,890748829,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00
13419,28229-246644,US,CO,36.03606,-115.047831,125 Stephanie Street,henderson,NV,890748829,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,05:00,21:00
13420,10121-99411,US,CO,35.941614,-115.116621,2810 Bicentennial Parkway|#100|Anthem Highlands Shopping Center,henderson,NV,890444474,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00
13421,9921-98582,US,CO,36.055792,-115.042464,1331 W. Warm Springs Road|#100,henderson,NV,890148802,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,06:00,17:30
13422,75293-79993,US,LS,36.061891,-115.039795,1301 W Sunset Rd,henderson,NV,890146607,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00
13423,10160-99032,US,CO,36.067132,-115.04222,1300 West Sunset Road|#2625|Galleria at Sunset,henderson,NV,890146620,Pacific Standard Time,GMT-08:00,America/Los_Angeles,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,20:00,09:00,20:00,09:30,18:00
13424,8631-93304,US,CO,35.998148,-115.206415,10520 Southern Highlands Pkwy|#100|Southern Highlands,las vegas,NV,891414102,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00
13425,6432-52619,US,CO,36.066157,-115.03661,661 Marks Street|#A,henderson,NV,890148609,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:00,21:00,04:00,21:00,04:00,21:00,04:00,21:00,04:00,22:00,04:30,22:00,04:30,20:30
13426,74926-73901,US,LS,36.009312,-114.993143,W Horizon Ridge Pkwy & E Horizon Dr,henderson,NV,89012,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
13427,64632-298323,US,CO,36.071871,-115.033338,831 David Baker Way|100,henderson,NV,89011,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00
13428,76926-129329,US,LS,36.038531,-114.994644,350 West Lake Mead,henderson,NV,890157088,Pacific Standard Time,GMT-08:00,America/Los_Angeles,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,20:00
13429,47591-258971,US,LS,36.042027,-114.982138,190 N Boulder Hwy,henderson,NV,890155308,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
